run_name,run_dir,config_path,method_name,core_method,noise_name,loc_err,xyz_std,ryp_std,seed,cov_log_filename,enable_status_based_skip,enable_ok_tail_vertical_blur,vertical_blur_use_ty_only,blur_sigma_scale,enable_uncertainty_fusion,uncertainty_fusion_mode,uncertainty_conf_alpha,uncertainty_conf_trace_clip,uncertainty_conf_min,uncertainty_conf_max,uncertainty_status_min_conf,uncertainty_attention_bias_strength
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_14p0__xyz3__ryp14__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_14p0,True,3.0,14.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_14p0__xyz3__ryp14__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_3p0_rot_14p0__xyz3__ryp14__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_3p0_rot_14p0__xyz3__ryp14__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,pos_3p0_rot_14p0,True,3.0,14.0,28,uncertainty_fusion_attbias_a0p10_b1p0__pos_3p0_rot_14p0__xyz3__ryp14__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_3p0_rot_18p0__xyz3__ryp18__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_3p0_rot_18p0,True,3.0,18.0,28,feaco_baseline__pos_3p0_rot_18p0__xyz3__ryp18__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_18p0__xyz3__ryp18__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_3p0_rot_18p0,True,3.0,18.0,28,level2_status_skip_vertical_blur_bss0p05__pos_3p0_rot_18p0__xyz3__ryp18__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_3p0_rot_18p0__xyz3__ryp18__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_3p0_rot_18p0__xyz3__ryp18__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,pos_3p0_rot_18p0,True,3.0,18.0,28,uncertainty_fusion_attbias_a0p10_b1p0__pos_3p0_rot_18p0__xyz3__ryp18__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_0p2__xyz0p2__ryp0__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_only_0p2,True,0.2,0.0,28,feaco_baseline__pos_only_0p2__xyz0p2__ryp0__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_0p2__xyz0p2__ryp0__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_only_0p2,True,0.2,0.0,28,level2_status_skip_vertical_blur_bss0p05__pos_only_0p2__xyz0p2__ryp0__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_0p2__xyz0p2__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_0p2__xyz0p2__ryp0__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,pos_only_0p2,True,0.2,0.0,28,uncertainty_fusion_attbias_a0p10_b1p0__pos_only_0p2__xyz0p2__ryp0__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__pos_only_0p5__xyz0p5__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_0p5__xyz0p5__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_0p5__xyz0p5__ryp0__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_only_0p5,True,0.5,0.0,28,feaco_baseline__pos_only_0p5__xyz0p5__ryp0__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__pos_only_0p5__xyz0p5__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_0p5__xyz0p5__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_0p5__xyz0p5__ryp0__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_only_0p5,True,0.5,0.0,28,level2_status_skip_vertical_blur_bss0p05__pos_only_0p5__xyz0p5__ryp0__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__pos_only_0p5__xyz0p5__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_0p5__xyz0p5__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_0p5__xyz0p5__ryp0__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,pos_only_0p5,True,0.5,0.0,28,uncertainty_fusion_attbias_a0p10_b1p0__pos_only_0p5__xyz0p5__ryp0__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__pos_only_1p0__xyz1__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_1p0__xyz1__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_1p0__xyz1__ryp0__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_only_1p0,True,1.0,0.0,28,feaco_baseline__pos_only_1p0__xyz1__ryp0__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__pos_only_1p0__xyz1__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_1p0__xyz1__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_1p0__xyz1__ryp0__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_only_1p0,True,1.0,0.0,28,level2_status_skip_vertical_blur_bss0p05__pos_only_1p0__xyz1__ryp0__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__pos_only_1p0__xyz1__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_1p0__xyz1__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_1p0__xyz1__ryp0__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,pos_only_1p0,True,1.0,0.0,28,uncertainty_fusion_attbias_a0p10_b1p0__pos_only_1p0__xyz1__ryp0__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__pos_only_1p5__xyz1p5__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_1p5__xyz1p5__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_1p5__xyz1p5__ryp0__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_only_1p5,True,1.5,0.0,28,feaco_baseline__pos_only_1p5__xyz1p5__ryp0__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__pos_only_1p5__xyz1p5__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_1p5__xyz1p5__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_1p5__xyz1p5__ryp0__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_only_1p5,True,1.5,0.0,28,level2_status_skip_vertical_blur_bss0p05__pos_only_1p5__xyz1p5__ryp0__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__pos_only_1p5__xyz1p5__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_1p5__xyz1p5__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_1p5__xyz1p5__ryp0__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,pos_only_1p5,True,1.5,0.0,28,uncertainty_fusion_attbias_a0p10_b1p0__pos_only_1p5__xyz1p5__ryp0__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__pos_only_2p0__xyz2__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_2p0__xyz2__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_2p0__xyz2__ryp0__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_only_2p0,True,2.0,0.0,28,feaco_baseline__pos_only_2p0__xyz2__ryp0__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__pos_only_2p0__xyz2__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_2p0__xyz2__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_2p0__xyz2__ryp0__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_only_2p0,True,2.0,0.0,28,level2_status_skip_vertical_blur_bss0p05__pos_only_2p0__xyz2__ryp0__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__pos_only_2p0__xyz2__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_2p0__xyz2__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_2p0__xyz2__ryp0__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,pos_only_2p0,True,2.0,0.0,28,uncertainty_fusion_attbias_a0p10_b1p0__pos_only_2p0__xyz2__ryp0__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__pos_only_3p0__xyz3__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_3p0__xyz3__ryp0__seed28,opencood/pretrained/feaco/generated_feaco_baseline__pos_only_3p0__xyz3__ryp0__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,pos_only_3p0,True,3.0,0.0,28,feaco_baseline__pos_only_3p0__xyz3__ryp0__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__pos_only_3p0__xyz3__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_3p0__xyz3__ryp0__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__pos_only_3p0__xyz3__ryp0__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,pos_only_3p0,True,3.0,0.0,28,level2_status_skip_vertical_blur_bss0p05__pos_only_3p0__xyz3__ryp0__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__pos_only_3p0__xyz3__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_3p0__xyz3__ryp0__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__pos_only_3p0__xyz3__ryp0__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,pos_only_3p0,True,3.0,0.0,28,uncertainty_fusion_attbias_a0p10_b1p0__pos_only_3p0__xyz3__ryp0__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__rot_only_1p0__xyz0__ryp1__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_1p0__xyz0__ryp1__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_1p0__xyz0__ryp1__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,rot_only_1p0,True,0.0,1.0,28,feaco_baseline__rot_only_1p0__xyz0__ryp1__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__rot_only_1p0__xyz0__ryp1__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_1p0__xyz0__ryp1__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_1p0__xyz0__ryp1__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,rot_only_1p0,True,0.0,1.0,28,level2_status_skip_vertical_blur_bss0p05__rot_only_1p0__xyz0__ryp1__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__rot_only_1p0__xyz0__ryp1__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_1p0__xyz0__ryp1__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_1p0__xyz0__ryp1__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,rot_only_1p0,True,0.0,1.0,28,uncertainty_fusion_attbias_a0p10_b1p0__rot_only_1p0__xyz0__ryp1__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__rot_only_2p0__xyz0__ryp2__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_2p0__xyz0__ryp2__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_2p0__xyz0__ryp2__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,rot_only_2p0,True,0.0,2.0,28,feaco_baseline__rot_only_2p0__xyz0__ryp2__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__rot_only_2p0__xyz0__ryp2__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_2p0__xyz0__ryp2__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_2p0__xyz0__ryp2__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,rot_only_2p0,True,0.0,2.0,28,level2_status_skip_vertical_blur_bss0p05__rot_only_2p0__xyz0__ryp2__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__rot_only_2p0__xyz0__ryp2__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_2p0__xyz0__ryp2__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_2p0__xyz0__ryp2__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,rot_only_2p0,True,0.0,2.0,28,uncertainty_fusion_attbias_a0p10_b1p0__rot_only_2p0__xyz0__ryp2__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__rot_only_4p0__xyz0__ryp4__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_4p0__xyz0__ryp4__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_4p0__xyz0__ryp4__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,rot_only_4p0,True,0.0,4.0,28,feaco_baseline__rot_only_4p0__xyz0__ryp4__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__rot_only_4p0__xyz0__ryp4__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_4p0__xyz0__ryp4__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_4p0__xyz0__ryp4__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,rot_only_4p0,True,0.0,4.0,28,level2_status_skip_vertical_blur_bss0p05__rot_only_4p0__xyz0__ryp4__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__rot_only_4p0__xyz0__ryp4__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_4p0__xyz0__ryp4__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_4p0__xyz0__ryp4__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,rot_only_4p0,True,0.0,4.0,28,uncertainty_fusion_attbias_a0p10_b1p0__rot_only_4p0__xyz0__ryp4__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__rot_only_6p0__xyz0__ryp6__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_6p0__xyz0__ryp6__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_6p0__xyz0__ryp6__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,rot_only_6p0,True,0.0,6.0,28,feaco_baseline__rot_only_6p0__xyz0__ryp6__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__rot_only_6p0__xyz0__ryp6__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_6p0__xyz0__ryp6__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_6p0__xyz0__ryp6__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,rot_only_6p0,True,0.0,6.0,28,level2_status_skip_vertical_blur_bss0p05__rot_only_6p0__xyz0__ryp6__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__rot_only_6p0__xyz0__ryp6__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_6p0__xyz0__ryp6__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_6p0__xyz0__ryp6__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,rot_only_6p0,True,0.0,6.0,28,uncertainty_fusion_attbias_a0p10_b1p0__rot_only_6p0__xyz0__ryp6__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__rot_only_8p0__xyz0__ryp8__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_8p0__xyz0__ryp8__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_8p0__xyz0__ryp8__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,rot_only_8p0,True,0.0,8.0,28,feaco_baseline__rot_only_8p0__xyz0__ryp8__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__rot_only_8p0__xyz0__ryp8__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_8p0__xyz0__ryp8__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_8p0__xyz0__ryp8__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,rot_only_8p0,True,0.0,8.0,28,level2_status_skip_vertical_blur_bss0p05__rot_only_8p0__xyz0__ryp8__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__rot_only_8p0__xyz0__ryp8__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_8p0__xyz0__ryp8__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_8p0__xyz0__ryp8__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,rot_only_8p0,True,0.0,8.0,28,uncertainty_fusion_attbias_a0p10_b1p0__rot_only_8p0__xyz0__ryp8__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__rot_only_10p0__xyz0__ryp10__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_10p0__xyz0__ryp10__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_10p0__xyz0__ryp10__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,rot_only_10p0,True,0.0,10.0,28,feaco_baseline__rot_only_10p0__xyz0__ryp10__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__rot_only_10p0__xyz0__ryp10__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_10p0__xyz0__ryp10__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_10p0__xyz0__ryp10__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,rot_only_10p0,True,0.0,10.0,28,level2_status_skip_vertical_blur_bss0p05__rot_only_10p0__xyz0__ryp10__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__rot_only_10p0__xyz0__ryp10__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_10p0__xyz0__ryp10__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_10p0__xyz0__ryp10__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,rot_only_10p0,True,0.0,10.0,28,uncertainty_fusion_attbias_a0p10_b1p0__rot_only_10p0__xyz0__ryp10__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__rot_only_14p0__xyz0__ryp14__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_14p0__xyz0__ryp14__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_14p0__xyz0__ryp14__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,rot_only_14p0,True,0.0,14.0,28,feaco_baseline__rot_only_14p0__xyz0__ryp14__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
level2_status_skip_vertical_blur_bss0p05__rot_only_14p0__xyz0__ryp14__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_14p0__xyz0__ryp14__seed28,opencood/pretrained/feaco/generated_level2_status_skip_vertical_blur_bss0p05__rot_only_14p0__xyz0__ryp14__seed28/config.yaml,level2_status_skip_vertical_blur_bss0p05,point_pillar_where2comm_our,rot_only_14p0,True,0.0,14.0,28,level2_status_skip_vertical_blur_bss0p05__rot_only_14p0__xyz0__ryp14__seed28.csv,True,True,True,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
uncertainty_fusion_attbias_a0p10_b1p0__rot_only_14p0__xyz0__ryp14__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_14p0__xyz0__ryp14__seed28,opencood/pretrained/feaco/generated_uncertainty_fusion_attbias_a0p10_b1p0__rot_only_14p0__xyz0__ryp14__seed28/config.yaml,uncertainty_fusion_attbias_a0p10_b1p0,point_pillar_where2comm_our,rot_only_14p0,True,0.0,14.0,28,uncertainty_fusion_attbias_a0p10_b1p0__rot_only_14p0__xyz0__ryp14__seed28.csv,False,False,False,0.05,True,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
feaco_baseline__rot_only_18p0__xyz0__ryp18__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_18p0__xyz0__ryp18__seed28,opencood/pretrained/feaco/generated_feaco_baseline__rot_only_18p0__xyz0__ryp18__seed28/config.yaml,feaco_baseline,point_pillar_where2comm_feaco,rot_only_18p0,True,0.0,18.0,28,feaco_baseline__rot_only_18p0__xyz0__ryp18__seed28.csv,False,False,False,0.05,False,attention_bias,0.1,50.0,0.05,1.0,0.05,1.0
